Area,Item,Year,Area harvested,Yield,Production,AreaHarvested_outlier,yield_outlier,Production_outlier
Afghanistan,Wheat,2019,2334000.0,2095.1,4890000.0,True,False,True
Afghanistan,Wheat,2020,2668000.0,1943.4,5185000.0,True,False,True
Afghanistan,Wheat,2021,2046564.0,1963.1,4017657.0,True,False,True
Afghanistan,Wheat,2022,1859339.0,2045.3,3802895.0,True,False,True
Afghanistan,Wheat,2023,2003070.0,2146.7,4300000.0,True,False,True
Afghanistan,Maize (corn),2019,94910.0,1945.7,184671.0,True,False,False
Afghanistan,Maize (corn),2020,140498.0,1934.4,271776.0,True,False,False
Afghanistan,Maize (corn),2021,139080.0,1900.4,264314.0,True,False,False
Afghanistan,Maize (corn),2022,139000.0,2237.4,311000.0,True,False,False
Afghanistan,Maize (corn),2023,127000.0,2858.3,363000.0,True,False,False
Afghanistan,Rice,2019,127530.0,4476.6,570900.0,True,False,True
Afghanistan,Rice,2020,147555.0,4441.7,655400.0,True,False,True
Afghanistan,Rice,2021,141222.0,4406.5,622300.0,True,False,True
Afghanistan,Rice,2022,128000.0,4625.0,592000.0,True,False,True
Afghanistan,Rice,2023,129000.0,4627.9,597000.0,True,False,True
Afghanistan,Barley,2019,84070.0,1469.9,123576.0,True,False,False
Afghanistan,Barley,2020,86099.0,1483.8,127757.0,True,False,False
Afghanistan,Barley,2021,40273.0,1616.5,65102.0,False,False,False
Afghanistan,Barley,2022,61952.0,1528.4,94687.0,False,False,False
Afghanistan,Barley,2023,80000.0,1375.0,110000.0,True,False,False
Afghanistan,Millet,2019,1401.0,1937.2,2714.0,False,False,False
Afghanistan,Millet,2020,1437.0,1318.7,1895.0,False,False,False
Afghanistan,Millet,2021,979.0,1583.2,1550.0,False,False,False
Afghanistan,Millet,2022,1213.0,1577.1,1913.0,False,False,False
Afghanistan,Millet,2023,1142.0,1597.9,1824.12,False,False,False
Afghanistan,Soya beans,2022,1828.0,1589.7,2906.0,False,False,False
Afghanistan,Soya beans,2023,3000.0,2000.0,6000.0,False,False,False
Afghanistan,Watermelons,2019,48298.0,17536.8,846990.0,False,False,True
Afghanistan,Watermelons,2020,66244.0,14949.6,990318.0,False,False,True
Afghanistan,Watermelons,2021,66108.0,14156.5,935859.12,False,False,True
Afghanistan,Watermelons,2022,60768.0,14667.2,891291.27,False,False,True
Afghanistan,Watermelons,2023,61591.0,15321.6,943668.36,False,False,True
Afghanistan,Cantaloupes and other melons,2019,37136.0,12500.8,464230.0,False,False,True
Afghanistan,Cantaloupes and other melons,2020,58942.0,13462.3,793496.0,False,False,True
Afghanistan,Cantaloupes and other melons,2021,59437.0,12843.6,763382.89,False,False,True
Afghanistan,Cantaloupes and other melons,2022,70902.0,10754.8,762542.69,True,False,True
Afghanistan,Cantaloupes and other melons,2023,73628.0,10798.9,795100.45,True,False,True
Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2019,18343.0,19229.4,352725.0,False,False,False
Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2020,19351.0,16847.0,326006.0,False,False,False
Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2021,30027.0,17750.7,533000.0,False,False,True
Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2022,30470.0,17755.2,541000.0,False,False,True
Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2023,34000.0,17235.3,586000.0,False,False,True
Afghanistan,"Other vegetables, fresh n.e.c.",2019,41561.0,9090.7,377817.29,False,False,False
Afghanistan,"Other vegetables, fresh n.e.c.",2020,65651.0,9078.5,596012.04,False,False,True
Afghanistan,"Other vegetables, fresh n.e.c.",2021,84517.0,9020.7,762402.53,True,False,True
Afghanistan,"Other vegetables, fresh n.e.c.",2022,84434.0,8995.0,759490.58,True,False,True
Afghanistan,"Other vegetables, fresh n.e.c.",2023,80619.0,8969.5,723106.76,True,False,True
Afghanistan,Figs,2019,3529.0,6891.2,24319.0,False,False,False
Afghanistan,Figs,2020,3219.0,4968.6,15994.0,False,False,False
Afghanistan,Figs,2021,10077.0,5929.9,59755.66,False,False,False
Afghanistan,Figs,2022,9787.0,5929.9,58035.99,False,False,False
Afghanistan,Figs,2023,10228.0,5929.9,60651.09,False,False,False
Afghanistan,Oranges,2019,973.0,6172.8,6006.18,False,False,False
Afghanistan,Oranges,2020,415.0,7231.3,3001.0,False,False,False
Afghanistan,Oranges,2021,1782.0,6718.5,11972.44,False,False,False
Afghanistan,Oranges,2022,1825.0,5814.4,10611.25,False,False,False
Afghanistan,Oranges,2023,1242.0,5946.8,7385.04,False,False,False
Afghanistan,"Other citrus fruit, n.e.c.",2019,3391.0,9070.9,30759.4,False,False,False
Afghanistan,"Other citrus fruit, n.e.c.",2020,449.0,8407.6,3775.0,False,False,False
Afghanistan,"Other citrus fruit, n.e.c.",2021,2965.0,8348.4,24752.98,False,False,False
Afghanistan,"Other citrus fruit, n.e.c.",2022,2402.0,9147.5,21972.26,False,False,False
Afghanistan,"Other citrus fruit, n.e.c.",2023,2116.0,8961.0,18960.64,False,False,False
Afghanistan,Grapes,2020,92584.0,10729.5,993382.0,True,False,True
Afghanistan,Grapes,2022,92600.0,9825.0,909792.0,True,False,True
Afghanistan,Grapes,2023,93000.0,11677.4,1086000.0,True,False,True
Afghanistan,Apples,2019,27559.0,9083.2,250324.0,False,False,False
Afghanistan,Apples,2020,25643.0,10562.6,270857.0,False,False,False
Afghanistan,Apples,2021,30463.0,10559.4,321672.0,False,False,False
Afghanistan,Apples,2022,30163.0,10556.0,318402.0,False,False,False
Afghanistan,Apples,2023,31000.0,10451.6,324000.0,False,False,False
Afghanistan,Pears,2019,2473.0,2816.8,6966.0,False,False,False
Afghanistan,Pears,2020,2245.0,8026.7,18020.0,False,False,False
Afghanistan,Pears,2021,4003.0,7994.0,32000.0,False,False,False
Afghanistan,Pears,2022,4000.0,8000.0,32000.0,False,False,False
Afghanistan,Pears,2023,4000.0,7000.0,28000.0,False,False,False
Afghanistan,Apricots,2019,17719.0,7300.8,129363.0,False,False,False
Afghanistan,Apricots,2020,17481.0,7538.9,131788.0,False,False,False
Afghanistan,Apricots,2021,27082.0,7661.5,207490.0,False,False,False
Afghanistan,Apricots,2022,26731.0,6378.7,170508.0,False,False,False
Afghanistan,Apricots,2023,22008.0,7062.4,155429.38,False,False,False
Afghanistan,Peaches and nectarines,2019,8076.0,7597.9,61361.0,False,False,False
Afghanistan,Peaches and nectarines,2020,6735.0,10395.2,70012.0,False,False,False
Afghanistan,Peaches and nectarines,2021,10160.0,10094.5,102560.0,False,False,False
Afghanistan,Peaches and nectarines,2022,10060.0,10085.4,101459.0,False,False,False
Afghanistan,Peaches and nectarines,2023,11602.0,9163.4,106311.7,False,False,False
Afghanistan,Plums and sloes,2019,3629.0,10559.7,38321.0,False,False,False
Afghanistan,Plums and sloes,2020,3128.0,9549.9,29872.0,False,False,False
Afghanistan,Plums and sloes,2021,6508.0,8805.2,57304.27,False,False,False
Afghanistan,Plums and sloes,2022,6385.0,8653.9,55254.9,False,False,False
Afghanistan,Plums and sloes,2023,5449.0,8633.6,47041.32,False,False,False
Afghanistan,Other stone fruits,2019,6880.0,7047.4,48484.61,False,False,False
Afghanistan,Other stone fruits,2020,7104.0,7050.1,50085.44,False,False,False
Afghanistan,Other stone fruits,2021,6941.0,7048.9,48924.66,False,False,False
Afghanistan,Other stone fruits,2022,6975.0,7048.9,49164.9,False,False,False
Afghanistan,Other stone fruits,2023,7007.0,7049.3,49391.67,False,False,False
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2019,6117.0,4803.7,29384.09,False,False,False
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2020,6396.0,4342.1,27772.0,False,False,False
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2021,8376.0,4006.8,33560.6,False,False,False
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2022,8021.0,4099.7,32883.72,False,False,False
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2023,8715.0,3808.8,33194.74,False,False,False
Afghanistan,"Other fruits, n.e.c.",2019,8503.0,7282.6,61921.74,False,False,False
Afghanistan,"Other fruits, n.e.c.",2020,8259.0,7520.9,62117.47,False,False,False
Afghanistan,"Other fruits, n.e.c.",2021,8337.0,7423.7,61892.29,False,False,False
Afghanistan,"Other fruits, n.e.c.",2022,8366.0,7407.9,61977.16,False,False,False
Afghanistan,"Other fruits, n.e.c.",2023,8321.0,7450.6,61995.64,False,False,False
Afghanistan,"Almonds, in shell",2019,29203.0,1308.3,38205.0,False,False,False
Afghanistan,"Almonds, in shell",2020,22134.0,1775.9,39307.0,False,False,False
Afghanistan,"Almonds, in shell",2021,36862.0,1743.2,64256.0,False,False,False
Afghanistan,"Almonds, in shell",2022,36462.0,1742.0,63515.0,False,False,False
Afghanistan,"Almonds, in shell",2023,37000.0,1810.8,67000.0,False,False,False
Afghanistan,"Pistachios, in shell",2019,2214.0,1262.0,2793.78,False,False,False
Afghanistan,"Pistachios, in shell",2020,2177.0,1284.5,2796.27,False,False,False
Afghanistan,"Pistachios, in shell",2021,2165.0,1285.7,2784.09,False,False,False
Afghanistan,"Pistachios, in shell",2022,2153.0,1297.2,2793.21,False,False,False
Afghanistan,"Pistachios, in shell",2023,2141.0,1308.8,2801.74,False,False,False
Afghanistan,"Walnuts, in shell",2019,5025.0,2923.4,14690.0,False,False,False
Afghanistan,"Walnuts, in shell",2020,5206.0,2857.7,14877.0,False,False,False
Afghanistan,"Walnuts, in shell",2021,8301.0,2814.1,23360.0,False,False,False
Afghanistan,"Walnuts, in shell",2022,8301.0,2356.3,19560.0,False,False,False
Afghanistan,"Walnuts, in shell",2023,8000.0,3375.0,27000.0,False,False,False
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,2014.0,858.9,1730.0,False,False,False
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,5035.0,854.0,4300.0,False,False,False
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,4940.0,850.3,4200.0,False,False,False
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2022,4933.0,838.7,4137.95,False,False,False
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,4643.0,827.2,3841.07,False,False,False
Afghanistan,Linseed,2019,38323.0,1435.2,55000.0,False,False,False
Afghanistan,Linseed,2020,31089.0,1100.6,34216.0,False,False,False
Afghanistan,Linseed,2021,31329.0,994.8,31165.0,False,False,False
Afghanistan,Linseed,2022,31605.0,904.3,28579.0,False,False,False
Afghanistan,Linseed,2023,35000.0,828.6,29000.0,False,False,False
Afghanistan,Mustard seed,2019,1691.0,1005.3,1700.0,False,False,False
Afghanistan,Mustard seed,2020,1457.0,890.9,1298.0,False,False,False
Afghanistan,Mustard seed,2021,1074.0,1060.5,1139.0,False,False,False
Afghanistan,Mustard seed,2022,1206.0,1223.1,1475.0,False,False,False
Afghanistan,Mustard seed,2023,1000.0,1000.0,1000.0,False,False,False
Afghanistan,Sesame seed,2019,71081.0,466.2,33139.0,True,False,False
Afghanistan,Sesame seed,2020,64862.0,645.3,41855.0,False,False,False
Afghanistan,Sesame seed,2021,27472.0,691.6,19000.0,False,False,False
Afghanistan,Sesame seed,2022,48793.0,858.1,41871.0,False,False,False
Afghanistan,Sesame seed,2023,20000.0,700.0,14000.0,False,False,False
Afghanistan,Sunflower seed,2019,981.0,899.1,882.0,False,False,False
Afghanistan,Sunflower seed,2020,362.0,1069.1,387.0,False,False,False
Afghanistan,Sunflower seed,2021,599.0,1157.8,693.52,False,False,False
Afghanistan,Sunflower seed,2022,678.0,1120.8,759.92,False,False,False
Afghanistan,Sunflower seed,2023,1000.0,1067.9,1067.94,False,False,False
Afghanistan,Olives,2019,2206.0,3593.7,7926.57,False,False,False
Afghanistan,Olives,2020,2208.0,3633.3,8021.47,False,False,False
Afghanistan,Olives,2021,2207.0,3477.7,7676.13,False,False,False
Afghanistan,Olives,2022,2207.0,3503.0,7730.68,False,False,False
Afghanistan,Olives,2023,2207.0,3527.1,7785.23,False,False,False
Afghanistan,Potatoes,2019,57066.0,16141.3,921122.0,False,False,True
Afghanistan,Potatoes,2020,53674.0,15936.9,855395.0,False,False,True
Afghanistan,Potatoes,2021,55706.0,15785.9,879371.0,False,False,True
Afghanistan,Potatoes,2022,56000.0,15875.0,889000.0,False,False,True
Afghanistan,Potatoes,2023,61000.0,14573.8,889000.0,False,False,True
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2019,25293.0,704.1,17807.76,False,False,False
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,25558.0,703.0,17965.9,False,False,False
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,25357.0,705.0,17876.49,False,False,False
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2022,25403.0,704.0,17883.38,False,False,False
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2023,25439.0,704.0,17908.59,False,False,False
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2019,7558.0,2.6,20.0,False,False,False
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2020,7716.0,2.6,20.0,False,False,False
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2021,8410.0,1.3,11.0,False,False,False
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2022,7629.0,1.4,10.89,False,False,False
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2023,9856.0,1.8,17.88,False,False,False
Afghanistan,Other pulses n.e.c.,2019,67114.0,657.6,44132.56,True,False,False
Afghanistan,Other pulses n.e.c.,2020,69104.0,634.6,43855.34,True,False,False
Afghanistan,Other pulses n.e.c.,2021,80936.0,607.4,49161.04,True,False,False
Afghanistan,Other pulses n.e.c.,2022,88071.0,585.1,51525.81,True,False,False
Afghanistan,Other pulses n.e.c.,2023,83785.0,562.7,47145.41,True,False,False
Afghanistan,Sugar beet,2019,616.0,15071.4,9284.0,False,False,False
Afghanistan,Sugar beet,2020,347.0,14501.4,5032.0,False,False,False
Afghanistan,Sugar beet,2021,350.0,14845.7,5196.0,False,False,False
Afghanistan,Sugar beet,2022,343.0,16839.7,5776.0,False,False,False
Afghanistan,Sugar beet,2023,300.0,20000.0,6000.0,False,False,False
Afghanistan,Sugar cane,2019,1653.0,22104.1,36538.0,False,False,False
Afghanistan,Sugar cane,2020,1541.0,26146.7,40292.0,False,False,False
Afghanistan,Sugar cane,2021,1582.0,26190.9,41434.0,False,False,False
Afghanistan,Sugar cane,2022,1705.0,34248.7,58394.0,False,True,False
Afghanistan,Sugar cane,2023,2000.0,28000.0,56000.0,False,False,False
Afghanistan,"Seed cotton, unginned",2019,49371.0,1481.0,73120.0,False,False,False
Afghanistan,"Seed cotton, unginned",2020,56740.0,1305.3,74062.0,False,False,False
Afghanistan,"Seed cotton, unginned",2021,56882.0,1365.6,77680.0,False,False,False
Afghanistan,"Seed cotton, unginned",2022,54896.0,1320.6,72493.0,False,False,False
Afghanistan,"Seed cotton, unginned",2023,51906.0,1318.7,68449.1,False,False,False
Albania,Wheat,2019,57330.0,4068.0,233218.0,False,False,False
Albania,Wheat,2020,53946.0,4327.1,233430.0,False,False,False
Albania,Wheat,2021,54514.0,4130.5,225170.9,False,False,False
Albania,Wheat,2022,54267.0,4296.3,233145.0,False,False,False
Albania,Wheat,2023,57620.0,4053.9,233584.68,False,False,False
Albania,Maize (corn),2019,55148.0,7052.9,388951.0,False,False,False
Albania,Maize (corn),2020,56727.0,7035.9,399125.0,False,False,False
Albania,Maize (corn),2021,58288.0,7107.3,414270.8,False,False,True
Albania,Maize (corn),2022,56617.0,7090.1,401419.0,False,False,False
Albania,Maize (corn),2023,55570.0,7362.2,409115.9,False,False,True
Albania,Barley,2019,2742.0,2896.4,7942.0,False,False,False
Albania,Barley,2020,3771.0,3353.2,12645.0,False,False,False
Albania,Barley,2021,5071.0,3019.1,15310.0,False,False,False
Albania,Barley,2022,5597.0,3397.2,19014.0,False,False,False
Albania,Barley,2023,6260.0,3383.2,21178.8,False,False,False
Albania,Rye,2019,1183.0,2174.1,2572.0,False,False,False
Albania,Rye,2020,1321.0,2455.7,3244.0,False,False,False
Albania,Rye,2021,1318.0,2498.5,3293.0,False,False,False
Albania,Rye,2022,1313.0,2372.4,3115.0,False,False,False
Albania,Rye,2023,1277.0,2359.0,3012.5,False,False,False
Albania,Oats,2019,15800.0,2112.8,33382.0,False,False,False
Albania,Oats,2020,15545.0,2288.8,35579.0,False,False,False
Albania,Oats,2021,15146.0,2184.2,33082.0,False,False,False
Albania,Oats,2022,15045.0,2270.3,34157.0,False,False,False
Albania,Oats,2023,14927.0,2306.1,34422.5,False,False,False
Albania,Soya beans,2019,219.0,2762.6,605.0,False,False,False
Albania,Soya beans,2020,171.0,2578.9,441.0,False,False,False
Albania,Soya beans,2021,155.0,2414.2,373.0,False,False,False
Albania,Soya beans,2022,239.0,2870.3,686.0,False,False,False
Albania,Soya beans,2023,181.0,2863.2,519.1,False,False,False
Albania,Cabbages,2019,2023.0,34805.2,70411.0,False,True,False
Albania,Cabbages,2020,1813.0,35825.2,64951.0,False,True,False
Albania,Cabbages,2021,1992.0,34700.5,69126.9,False,True,False
Albania,Cabbages,2022,1970.0,33855.8,66696.0,False,False,False
Albania,Cabbages,2023,1948.0,35277.8,68705.2,False,True,False
Albania,Cauliflowers and broccoli,2019,342.0,23122.8,7908.0,False,False,False
Albania,Cauliflowers and broccoli,2020,332.0,21704.8,7206.0,False,False,False
Albania,Cauliflowers and broccoli,2021,324.0,22606.4,7317.7,False,False,False
Albania,Cauliflowers and broccoli,2022,383.0,20049.6,7676.0,False,False,False
Albania,Cauliflowers and broccoli,2023,355.0,20767.5,7373.5,False,False,False
Albania,Lettuce and chicory,2019,1440.0,14931.9,21502.0,False,False,False
Albania,Lettuce and chicory,2020,1625.0,15480.0,25155.0,False,False,False
Albania,Lettuce and chicory,2021,1576.0,14984.1,23619.5,False,False,False
Albania,Lettuce and chicory,2022,1669.0,21791.7,36379.0,False,False,False
Albania,Lettuce and chicory,2023,1698.0,14657.4,24889.45,False,False,False
Albania,Spinach,2019,1559.0,15203.3,23702.0,False,False,False
Albania,Spinach,2020,1683.0,15601.3,26257.0,False,False,False
Albania,Spinach,2021,1608.0,15874.0,25531.8,False,False,False
Albania,Spinach,2022,1782.0,16633.9,29640.0,False,False,False
Albania,Spinach,2023,1704.0,15375.2,26192.14,False,False,False
Albania,Watermelons,2019,5809.0,44706.0,259697.0,False,True,False
Albania,Watermelons,2020,5453.0,45612.3,248724.0,False,True,False
Albania,Watermelons,2021,5880.0,46082.1,270944.1,False,True,False
Albania,Watermelons,2022,5470.0,46946.7,256798.2,False,True,False
Albania,Watermelons,2023,5848.0,48111.6,281354.0,False,True,False
Albania,Cantaloupes and other melons,2019,1502.0,27105.9,40713.0,False,False,False
Albania,Cantaloupes and other melons,2020,1722.0,29131.2,50164.0,False,False,False
Albania,Cantaloupes and other melons,2021,1644.0,30826.2,50669.1,False,False,False
Albania,Cantaloupes and other melons,2022,1775.0,31788.1,56420.7,False,False,False
Albania,Cantaloupes and other melons,2023,1721.0,30248.0,52062.3,False,False,False
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,3055.0,27843.2,85061.0,False,False,False
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,3367.0,30607.7,103056.0,False,False,False
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,3220.0,30850.3,99334.9,False,False,False
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,3148.0,30818.8,97017.5,False,False,False
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,3179.0,33022.3,104982.3,False,False,False
Albania,Cucumbers and gherkins,2019,2654.0,47713.6,126632.0,False,True,False
Albania,Cucumbers and gherkins,2020,2499.0,45492.2,113685.0,False,True,False
Albania,Cucumbers and gherkins,2021,2565.0,46074.2,118171.0,False,True,False
Albania,Cucumbers and gherkins,2022,2722.0,47727.8,129896.1,False,True,False
Albania,Cucumbers and gherkins,2023,2725.0,47289.1,128844.9,False,True,False
Albania,Eggplants (aubergines),2019,1190.0,26152.9,31122.0,False,False,False
Albania,Eggplants (aubergines),2020,1225.0,28310.2,34680.0,False,False,False
Albania,Eggplants (aubergines),2021,1276.0,27764.8,35425.1,False,False,False
Albania,Eggplants (aubergines),2022,1180.0,28722.3,33889.5,False,False,False
Albania,Eggplants (aubergines),2023,1157.0,28731.5,33228.5,False,False,False
Albania,Tomatoes,2019,6663.0,44975.1,299669.0,False,True,False
Albania,Tomatoes,2020,6859.0,45649.4,313109.0,False,True,False
Albania,Tomatoes,2021,6693.0,46988.4,314470.1,False,True,False
Albania,Tomatoes,2022,6660.0,47305.2,315057.3,False,True,False
Albania,Tomatoes,2023,6412.0,48246.3,309343.49,False,True,False
Albania,"Pumpkins, squash and gourds",2019,675.0,28034.1,18923.0,False,False,False
Albania,"Pumpkins, squash and gourds",2020,754.0,29595.5,22315.0,False,False,False
Albania,"Pumpkins, squash and gourds",2021,894.0,34592.2,30911.6,False,True,False
Albania,"Pumpkins, squash and gourds",2022,856.0,35065.7,30002.2,False,True,False
Albania,"Pumpkins, squash and gourds",2023,798.0,34460.1,27493.3,False,True,False
Albania,Okra,2019,696.0,11502.7,8007.54,False,False,False
Albania,Okra,2020,701.0,11582.2,8121.39,False,False,False
Albania,Okra,2021,723.0,11275.4,8154.18,False,False,False
Albania,Okra,2022,722.0,11205.8,8094.37,False,False,False
Albania,Okra,2023,722.0,11257.2,8123.31,False,False,False
Albania,"Other beans, green",2019,980.0,12498.0,12248.0,False,False,False
Albania,"Other beans, green",2020,970.0,12127.8,11764.0,False,False,False
Albania,"Other beans, green",2021,1016.0,12881.6,13082.6,False,False,False
Albania,"Other beans, green",2022,1014.0,13023.3,13203.0,False,False,False
Albania,"Other beans, green",2023,1044.0,14076.0,14691.14,False,False,False
Albania,"Peas, green",2019,496.0,11000.0,5456.0,False,False,False
Albania,"Peas, green",2020,485.0,11808.2,5727.0,False,False,False
Albania,"Peas, green",2021,577.0,13613.1,7856.1,False,False,False
Albania,"Peas, green",2022,604.0,14551.8,8782.0,False,False,False
Albania,"Peas, green",2023,547.0,13049.2,7143.15,False,False,False
Albania,"Broad beans and horse beans, green",2019,27.0,4993.6,132.67,False,False,False
Albania,"Broad beans and horse beans, green",2020,26.0,4992.1,130.22,False,False,False
Albania,"Broad beans and horse beans, green",2021,26.0,4991.8,127.63,False,False,False
Albania,"Broad beans and horse beans, green",2022,26.0,4992.5,130.17,False,False,False
Albania,"Broad beans and horse beans, green",2023,26.0,4992.1,129.34,False,False,False
Albania,Carrots and turnips,2019,423.0,32082.7,13571.0,False,False,False
Albania,Carrots and turnips,2020,415.0,28419.3,11794.0,False,False,False
Albania,Carrots and turnips,2021,356.0,28347.6,10080.4,False,False,False
Albania,Carrots and turnips,2022,324.0,29486.2,9538.8,False,False,False
Albania,Carrots and turnips,2023,425.0,37953.3,16122.2,False,True,False
Albania,Green garlic,2019,989.0,15223.5,15056.0,False,False,False
Albania,Green garlic,2020,1259.0,16459.1,20722.0,False,False,False
Albania,Green garlic,2021,1117.0,16588.0,18520.5,False,False,False
Albania,Green garlic,2022,1174.0,16218.3,19038.7,False,False,False
Albania,Green garlic,2023,1062.0,15643.4,16608.58,False,False,False
Albania,"Onions and shallots, green",2019,1924.0,20925.7,40261.0,False,False,False
Albania,"Onions and shallots, green",2020,2284.0,21640.5,49427.0,False,False,False
Albania,"Onions and shallots, green",2021,2191.0,22780.0,49910.9,False,False,False
Albania,"Onions and shallots, green",2022,2302.0,22388.2,51546.6,False,False,False
Albania,"Onions and shallots, green",2023,2179.0,22101.1,48161.1,False,False,False
Albania,"Onions and shallots, dry (excluding dehydrated)",2019,5236.0,20887.7,109368.0,False,False,False
Albania,"Onions and shallots, dry (excluding dehydrated)",2020,5179.0,20145.4,104333.0,False,False,False
Albania,"Onions and shallots, dry (excluding dehydrated)",2021,5259.0,20588.7,108276.2,False,False,False
Albania,"Onions and shallots, dry (excluding dehydrated)",2022,5433.0,20046.6,108913.2,False,False,False
Albania,"Onions and shallots, dry (excluding dehydrated)",2023,5357.0,21859.9,117109.9,False,False,False
Albania,Leeks and other alliaceous vegetables,2019,1531.0,24098.0,36894.0,False,False,False
Albania,Leeks and other alliaceous vegetables,2020,1484.0,24543.1,36422.0,False,False,False
Albania,Leeks and other alliaceous vegetables,2021,1526.0,24202.3,36937.6,False,False,False
Albania,Leeks and other alliaceous vegetables,2022,1550.0,25248.1,39124.5,False,False,False
Albania,Leeks and other alliaceous vegetables,2023,1743.0,26596.2,46357.2,False,False,False
Albania,"Other vegetables, fresh n.e.c.",2019,1512.0,16082.7,24317.0,False,False,False
Albania,"Other vegetables, fresh n.e.c.",2020,1650.0,17397.6,28706.0,False,False,False
Albania,"Other vegetables, fresh n.e.c.",2021,1628.0,18058.7,29395.9,False,False,False
Albania,"Other vegetables, fresh n.e.c.",2022,1809.0,21453.3,38802.5,False,False,False
Albania,"Other vegetables, fresh n.e.c.",2023,1573.0,20542.4,32311.9,False,False,False
Albania,Dates,2019,485.0,28938.1,14035.0,False,False,False
Albania,Dates,2020,487.0,29919.9,14571.0,False,False,False
Albania,Dates,2021,489.0,29565.4,14454.5,False,False,False
Albania,Dates,2022,490.0,30342.9,14868.0,False,False,False
Albania,Dates,2023,490.0,30440.8,14916.0,False,False,False
Albania,Figs,2019,1489.0,14791.1,22024.0,False,False,False
Albania,Figs,2020,1504.0,14553.9,21889.0,False,False,False
Albania,Figs,2021,1508.0,15981.6,24095.46,False,False,False
Albania,Figs,2022,1516.0,15477.6,23464.0,False,False,False
Albania,Figs,2023,1518.0,15379.6,23350.24,False,False,False
Albania,Lemons and limes,2019,87.0,46911.5,4075.0,False,True,False
Albania,Lemons and limes,2020,65.0,70613.5,4589.88,False,True,False
Albania,Lemons and limes,2021,69.0,71169.6,4910.7,False,True,False
Albania,Lemons and limes,2022,85.0,68023.5,5782.0,False,True,False
Albania,Lemons and limes,2023,89.0,68157.9,6038.79,False,True,False
Albania,Oranges,2019,233.0,49596.6,11556.0,False,True,False
Albania,Oranges,2020,239.0,52033.5,12436.0,False,True,False
Albania,Oranges,2021,240.0,53019.6,12724.7,False,True,False
Albania,Oranges,2022,240.0,59558.3,14294.0,False,True,False
Albania,Oranges,2023,246.0,59615.1,14635.5,False,True,False
Albania,"Tangerines, mandarins, clementines",2019,992.0,31486.9,31235.0,False,False,False
Albania,"Tangerines, mandarins, clementines",2020,1024.0,31405.3,32159.0,False,False,False
Albania,"Tangerines, mandarins, clementines",2021,1028.0,31953.9,32835.8,False,False,False
Albania,"Tangerines, mandarins, clementines",2022,1066.0,32984.1,35161.0,False,False,False
Albania,"Tangerines, mandarins, clementines",2023,1099.0,32807.8,36043.02,False,False,False
Albania,"Other citrus fruit, n.e.c.",2019,1.0,25679.0,16.0,False,False,False
Albania,"Other citrus fruit, n.e.c.",2020,1.0,27021.8,16.0,False,False,False
Albania,"Other citrus fruit, n.e.c.",2021,1.0,26047.3,13.5,False,False,False
Albania,"Other citrus fruit, n.e.c.",2022,0.0,26814.3,11.0,False,False,False
Albania,"Other citrus fruit, n.e.c.",2023,0.0,27581.2,11.3,False,False,False
Albania,Grapes,2019,10255.0,18518.2,189904.0,False,False,False
Albania,Grapes,2020,10455.0,19040.6,199069.0,False,False,False
Albania,Grapes,2021,10548.0,20100.2,212011.0,False,False,False
